ENST00000449519.1	ENST00000543317.1	ENST00000589360.1	ENST00000552061.1	ENST00000528407.1	ENST00000376617.3	ENST00000521256.1	ENST00000552061.1	ENST00000309874.2	ENST00000568861.1	ENST00000321214.2	ENST00000562248.1
0.19670900742818317	0.19435390298487054	0.09942761521453092	0.18789073682044977	0.15832634854667027	0.1796371237573905	0.10012796123375539	0.18789073682044977	0.13801058064480481	0.13047481666696084	0.15320385758383626	0.154928465405801
-0.1288218300921169	-0.1787621475464103	-0.2041643097527672	-0.21183608944829677	-0.16213828407754516	-0.17782720908566202	-0.1301267247848543	-0.21183608944829677	-0.18219465913091443	-0.17559680658791085	-0.21120415810289236	-0.21727505972813344
0.31603785777779525	0.3071181748309304	0.17240642448153928	0.36710602109802026	0.2876534126400534	0.29306485556007855	0.10175711573571532	0.36710602109802026	0.2408828335709596	0.2161806001122447	0.2672843308094332	0.2903701192003189
0.16683958688300385	0.12232369684389582	0.1270590267565462	0.12903876025308714	0.1776221583162522	0.11601018183976973	0.1496905800656388	0.12903876025308714	0.1330117792028769	0.14803757604797826	0.204202014035209	0.1699194532317698
0.2645929013610569	0.2495644905064805	0.0812517412075134	0.2960116050004859	0.3084472399296931	0.2392842754145056	0.0467511152805582	0.2960116050004859	0.16971777449095732	0.14935005084406164	0.17457759815351126	0.19868509978865892
0.26204483443289306	0.20676398815714572	0.057674229128553946	0.21521373373470157	0.1941125673339514	0.19599011652027895	0.05718812785067133	0.21521373373470157	0.11674768476645102	0.10469513382027103	0.18024878123851612	0.1898146500133365
0.3589472317355954	0.42308849718163427	0.325106334882585	0.35504121680231765	0.33468780906559464	0.42254730581748123	0.23784493740355772	0.35504121680231765	0.368082984988676	0.3839080241389814	0.4315083951045091	0.3962973047905016
-0.047843858088614424	0.01979453005114091	-0.40998936385817664	-0.09352080245228546	-0.09103050244716131	-0.0002769624645438701	-0.05689388547145436	-0.09352080245228546	-0.15275404845042184	-0.18270746008066482	-0.07689462015828286	-0.04848624393659696
-0.22351738211420624	-0.11003855951130108	-0.35284561549034904	-0.19496580336117045	-0.16979653592819663	-0.11742572551490166	0.0467096853252439	-0.19496580336117045	-0.21154333229060332	-0.23111526926493345	-0.1489811842360776	-0.1353452071220272
0.33110809904074756	0.4174858756362962	0.22870828051498304	0.34580397670049584	0.2830658169897542	0.41490958706253933	0.0954250032257166	0.34580397670049584	0.3270853355532137	0.3275112678347723	0.3678192977011834	0.36404640644609193
0.3502367331552843	0.33761160357495323	0.2259160541191404	0.36978039841612237	0.25999151385969393	0.33407686588253016	0.06738540583354989	0.36978039841612237	0.30859898402191	0.2858970771261674	0.33980547478890183	0.35722533490535513
-0.32885348856199864	-0.31667158459359346	-0.35825943077314504	-0.31887766463270745	-0.27801253829393807	-0.3267073323548052	0.014824042753796837	-0.31887766463270745	-0.35188507693288446	-0.3696883071555198	-0.27551638009041096	-0.25963637562731784
-0.30522640085590586	-0.4110740708058784	-0.208151866663265	-0.30134713307401956	-0.20109311297145896	-0.41770112905683876	-0.06135315529718581	-0.30134713307401956	-0.33774245536732195	-0.3538755758770812	-0.31084173894330797	-0.29337285960068044
-0.06093245463597841	-0.1168750938801159	-0.0523762193696727	-0.039484513422099674	0.08546213867020173	-0.10167746998399582	0.19910758773579215	-0.039484513422099674	-0.09797775097795616	-0.11162157618393782	-0.03460816084101287	-0.03836834577124274
-0.11353757769623193	-0.15570371396130445	-0.1095582050641671	-0.05955917100712352	0.05286627427665773	-0.15024120475477887	0.16571037020432636	-0.05955917100712352	-0.1430890980896173	-0.16557942004702067	-0.07479710843636662	-0.06500357172304648
-0.2143661067832277	-0.27672336206220144	-0.19259604628535157	-0.22504332976360647	-0.13125220693668047	-0.2815613607356915	-0.01761927611830767	-0.22504332976360647	-0.25813358031827155	-0.2825773140047514	-0.24659054264279612	-0.23711293634462927
-0.586474778441298	-0.5949497132231248	-0.37401574399985354	-0.5101607603802996	-0.4801420535846231	-0.6009431007243883	-0.4069308830656932	-0.5101607603802996	-0.456607652325765	-0.4479027177253829	-0.6082358150897932	-0.5867569618180253
-0.5254556410320118	-0.5192888366904554	-0.30732277941560543	-0.4425072078011284	-0.4447606113142699	-0.5283101374594381	-0.4149185215076375	-0.4425072078011284	-0.3895431473471821	-0.37927068704975647	-0.5488848245899337	-0.5255693773669436
-0.5129627127110495	-0.5038611025900039	-0.23483822212980318	-0.43998734204066464	-0.46233395645130754	-0.5061449689437223	-0.45229160699872845	-0.43998734204066464	-0.36277376931502964	-0.35118467101158535	-0.5317975941847477	-0.5120224684135185
-0.5047379266457096	-0.49914856936263136	-0.24768274345041072	-0.4373464314544527	-0.44572448637267387	-0.5013739374186439	-0.43457056053146886	-0.4373464314544527	-0.36391551253931465	-0.350276948948781	-0.5246895558449317	-0.5071698455145337
-0.47267729807820696	-0.44297075734639546	-0.2445041183677579	-0.3627424351103662	-0.3676950934698342	-0.44289995126675774	-0.37917888104974834	-0.3627424351103662	-0.309836382651614	-0.29965641671684423	-0.45083007189628477	-0.4348146017051381
-0.4937006343021087	-0.4920890117375176	-0.3128230168580283	-0.41187485341974467	-0.38305865875470196	-0.49257748092861525	-0.3902919160235198	-0.41187485341974467	-0.3632708664316155	-0.35126101288681993	-0.4989497596646251	-0.4831755507625005
-0.47705851907546776	-0.5282285656824446	-0.40846024970831313	-0.4338925375197107	-0.28468309128336977	-0.5310535406315632	-0.20693626410526755	-0.4338925375197107	-0.43002443871058427	-0.43318363920057873	-0.47722807566331027	-0.46318449592840766
-0.39690001389464746	-0.4101857615144065	-0.26886065781025115	-0.34069931569253725	-0.31784816366422225	-0.4110996872716479	-0.32934836760502495	-0.34069931569253725	-0.3047007680030744	-0.29541158153927405	-0.4177683828895609	-0.40436382787053515
-0.46148525313911604	-0.4459841162254155	-0.28111207543455086	-0.38963896383445373	-0.37569251689978944	-0.4471552193679256	-0.32748698151802214	-0.38963896383445373	-0.33526983363324364	-0.3268091542839069	-0.4492526966847235	-0.44108113819089745
-0.5308453005528299	-0.5168562656529941	-0.33183781046702554	-0.4504601967441352	-0.4353606071772146	-0.5183639213788	-0.4027971918161366	-0.4504601967441352	-0.38736201380386953	-0.3755364475619986	-0.5334346694714719	-0.5152475869852173
